Formula_label,FALCON_ID,Iter,Opt_Method,Max_Cell_Target,Ionizable_lipid,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,MC3_PcntMolar,DSPC_PcntMolar,Cholesterol_PcntMolar,DMGPEG_PcntMolar,nLnLE_RAMOS,nLnLE_THP1,nLnLE_Selectivity
145,F0145,2,NSGAII,THP1,Dlin-MC3-DMA,DSPC,13.48209628,63.81165109,1.058116538,0.203514828,63.13644946,0.675201633,36.11470025,0.073648656,0.380860811,7.195235925,-6.814375114
146,F0146,2,NSGAII,THP1,Dlin-MC3-DMA,DSPC,22.27446525,63.00631308,3.57471126,0.201994342,60.75401931,2.252293768,36.91896177,0.074725155,0.724822285,7.132347669,-6.407525384
147,F0147,2,NSGAII,THP1,Dlin-MC3-DMA,DSPC,12.19023111,76.84192303,1.074016589,0.205602768,76.01662803,0.825295001,23.11046332,0.047613647,0.030920103,6.378897329,-6.347977226
148,F0148,2,NSGAII,THP1,Dlin-MC3-DMA,DSPC,21.4228961,51.11967595,2.37895668,0.204540714,49.903561,1.216114946,48.78034389,0.099980164,0.831863605,6.888949978,-6.057086373
149,F0149,2,NSGAII,THP1,Dlin-MC3-DMA,DSPC,8.14117837,80.71042499,1.014989138,0.207768926,79.89122295,0.819202047,19.24949726,0.040077743,-0.015214005,4.953189971,-4.968403976
150,F0150,2,NSGAII,THP1,Dlin-MC3-DMA,DSPC,24.13431962,75.8957551,1.062440319,0.20570951,75.089408,0.806347102,24.05466017,0.049584724,0.600609354,7.332537494,-6.73192814
151,F0151,2,NSGAII,THP1,Dlin-MC3-DMA,DSPC,22.18417308,46.77429013,3.787278512,0.201858855,45.00281749,1.771472639,53.11826906,0.107440809,0.938852955,7.098802033,-6.159949078
152,F0152,2,NSGAII,THP1,Dlin-MC3-DMA,DSPC,5.854883677,75.67623418,1.08397768,0.20375551,74.85592069,0.820313488,24.2742048,0.049561013,-0.059724469,4.949995502,-5.009719971
153,F0153,2,NSGAII,THP1,Dlin-MC3-DMA,DSPC,12.10370759,65.90884432,1.074016589,0.205602768,65.2009724,0.707871922,34.02106332,0.07009236,0.377670994,7.383741122,-7.006070128
154,F0154,2,DA,RAMOS,Dlin-MC3-DMA,DSPC,25.38124673,52.38296976,22.40018542,1.093724,40.6490874,11.73388235,47.09623135,0.520798888,5.55571912,6.221447525,-0.665728405
155,F0155,2,DA,RAMOS,Dlin-MC3-DMA,DSPC,25.27201553,51.88950224,23.59093601,2.463263984,39.64828297,12.24121927,46.92540919,1.185088564,5.190339538,5.453064364,-0.262724826
156,F0156,2,DA,RAMOS,Dlin-MC3-DMA,DSPC,25.34179951,51.46578136,23.35289094,1.139690615,39.44703357,12.01874779,47.9810787,0.553139935,5.357687747,5.868180914,-0.510493167
157,F0157,2,DA,RAMOS,Dlin-MC3-DMA,DSPC,25.5659184,51.70327316,19.3042338,2.149991076,41.72235243,9.980920735,47.25835152,1.038375317,5.007900313,6.016951435,-1.009051122
158,F0158,2,DA,RAMOS,Dlin-MC3-DMA,DSPC,25.59609997,51.75150541,23.53575937,2.394107044,39.57139563,12.18010978,47.09337398,1.155120608,5.071486512,4.164458063,0.907028449
159,F0159,2,DA,RAMOS,Dlin-MC3-DMA,DSPC,25.32039903,51.62418261,23.80236122,1.890739837,39.33640819,12.28777442,47.46115654,0.914660851,5.39945925,5.873261429,-0.473802179
160,F0160,2,DA,RAMOS,Dlin-MC3-DMA,DSPC,25.18684976,51.30538308,18.37974565,1.846093574,41.87558417,9.429798915,47.79566873,0.898948194,5.136607236,6.143135733,-1.006528497
161,F0161,2,DA,RAMOS,Dlin-MC3-DMA,DSPC,25.10042999,52.30213996,20.24876863,2.513822241,41.71160065,10.59053931,46.49882063,1.199039414,5.203627328,5.647902383,-0.444275055
162,F0162,2,DA,RAMOS,Dlin-MC3-DMA,DSPC,25.0564263,52.70352078,26.5947822,1.090118105,38.68713422,14.01638656,46.78089174,0.515587483,5.416068589,4.230448175,1.185620414
163,F0163,2,DA,RAMOS,Dlin-MC3-DMA,DSPC,25.39929086,52.86139298,25.55223169,1.941744122,39.35412737,13.50726561,46.22329589,0.915311131,5.322846067,5.83404496,-0.511198893
164,F0164,2,DA,RAMOS,Dlin-MC3-DMA,DSPC,25.15846714,51.48510441,18.39608911,1.775040124,42.01385872,9.471245687,47.65373673,0.861158863,5.169265115,6.09275276,-0.923487645
165,F0165,2,DA,RAMOS,Dlin-MC3-DMA,DSPC,24.94193093,52.32956913,24.48684208,1.875625262,39.51571018,12.81385895,46.77631223,0.894118644,5.4469521,5.713200889,-0.266248789
166,F0166,2,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,24.79652195,52.77644648,27.27278409,1.950731303,38.38284018,14.3936063,46.30234888,0.921204641,5.111317104,5.021702318,0.089614786
167,F0167,2,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,4.001399599,77.52793024,56.66779727,6.154275702,33.5945599,43.93337034,21.08907663,1.382993129,3.129846822,2.085181906,1.044664916
168,F0168,2,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,4.005559996,30.33716528,54.6151892,5.26594982,13.76846506,16.56870022,65.9944248,3.66840992,4.235919337,2.9562936,1.279625737
169,F0169,2,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,4.028763963,52.80627057,19.12178556,1.142135746,42.70876875,10.09750182,46.65471298,0.539016454,5.494463518,4.966244165,0.528219353
170,F0170,2,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,6.98423956,52.83822029,68.88128332,5.514088654,16.44257607,36.39564422,44.56123737,2.600542344,4.496540882,2.744336022,1.75220486
171,F0171,2,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,4.005990494,51.38161016,53.98128724,1.137762641,23.64515559,27.73645457,48.06522796,0.553161876,5.085717672,3.18889894,1.896818732
172,F0172,2,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,4.003306121,61.70551677,54.12333717,6.629858845,28.30843188,33.39708489,35.75561305,2.538870184,4.029959354,2.595609023,1.434350331
173,F0173,2,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,4.06094958,52.11801483,27.17258383,4.953281305,37.95620356,14.16181127,45.51025575,2.37172942,4.978788478,3.503504492,1.475283986
174,F0174,2,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,6.859349714,52.53771667,53.88082899,4.402125145,24.2299594,28.30775727,45.37293422,2.089349109,4.846507824,2.476843662,2.369664162
175,F0175,2,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,4.002108531,51.17313098,60.77892555,6.258053875,20.0706518,31.10247918,45.77125725,3.055611769,4.285186324,2.302733846,1.982452478
176,F0176,2,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,21.38594772,51.66210893,26.65316273,1.170310961,37.89252297,13.76958596,47.77218743,0.565703638,5.517407441,5.535846921,-0.01843948
177,F0177,2,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,7.043611039,62.89576383,57.46580638,5.379263899,26.75220597,36.14355786,35.10830139,1.995934781,4.759850563,2.949199002,1.810651561
178,F0178,3,DA,THP1,Dlin-MC3-DMA,DSPC,21.41164902,65.97007772,9.111128494,0.418858552,59.95945917,6.010618549,33.88738504,0.14253724,1.609698531,7.319702523,-5.710003992
179,F0179,3,DA,THP1,Dlin-MC3-DMA,DSPC,21.40296212,66.01742633,1.022686134,0.199930592,65.34227527,0.675151065,33.91463211,0.067941561,-0.156955826,7.79000832,-7.946964146
180,F0180,3,DA,THP1,Dlin-MC3-DMA,DSPC,25.43545933,65.10566303,1.904355611,0.201527483,63.86581968,1.239843347,34.82401529,0.070321679,0.124916099,7.84974452,-7.724828421
181,F0181,3,DA,THP1,Dlin-MC3-DMA,DSPC,25.41679971,65.27781417,1.018500173,0.201162419,64.61295952,0.66485465,34.65233784,0.069847989,0.176917515,7.92258192,-7.745664405
182,F0182,3,DA,THP1,Dlin-MC3-DMA,DSPC,25.48710674,66.59798893,6.972446519,0.420065808,61.95447977,4.643509161,33.26170064,0.140310428,1.074416778,6.852992547,-5.778575769
183,F0183,3,DA,THP1,Dlin-MC3-DMA,DSPC,25.32485954,65.13519015,1.87131012,0.199902554,63.91630875,1.218881405,34.7951142,0.069695645,0.241484857,7.75025799,-7.508773133
184,F0184,3,DA,THP1,Dlin-MC3-DMA,DSPC,25.31734337,65.22476171,1.031216039,0.201553247,64.5521535,0.672608204,34.70514767,0.070090622,0.475823418,7.84716359,-7.371340172
185,F0185,3,DA,THP1,Dlin-MC3-DMA,DSPC,21.4040067,65.6070695,5.636053029,0.422846299,61.90942028,3.697649228,34.24750126,0.145429234,1.462851332,7.113289876,-5.650438544
186,F0186,3,DA,THP1,Dlin-MC3-DMA,DSPC,25.43795963,66.5693376,8.180838299,0.425077778,61.12340774,5.445929866,33.28855608,0.142106317,1.637145228,6.804205716,-5.167060488
187,F0187,3,DA,THP1,Dlin-MC3-DMA,DSPC,25.42828295,66.20370304,7.411593596,0.421992265,61.29695363,4.906749415,33.6536792,0.142617759,1.376553901,7.047347775,-5.670793874
188,F0188,3,DA,THP1,Dlin-MC3-DMA,DSPC,25.42363869,65.3292296,1.016942888,0.201129855,64.66486864,0.664360954,34.60103713,0.06973327,0.575452367,7.57515619,-6.999703823
189,F0189,3,DA,THP1,Dlin-MC3-DMA,DSPC,25.4743186,65.51671998,1.016756028,0.200091018,64.85057478,0.6661452,34.41428207,0.068997946,0.876408271,7.48477223,-6.608363959
190,F0190,3,NSGAII,THP1,Dlin-MC3-DMA,DSPC,21.39601339,65.43933502,1.004391652,0.199601503,64.78206781,0.657267218,34.49168137,0.068983607,-0.855752859,7.54983564,-8.405588499
191,F0191,3,NSGAII,THP1,Dlin-MC3-DMA,DSPC,5.42004124,91.18978103,1.017796323,0.206968808,90.26165479,0.928126238,8.79198457,0.018234405,-1.785117162,2.421700677,-4.206817839
192,F0192,3,NSGAII,THP1,Dlin-MC3-DMA,DSPC,12.18431795,75.56327392,1.004977658,0.201930111,74.8038799,0.75939402,24.38738097,0.049345108,-1.614841954,5.407264019,-7.022105973
193,F0193,3,NSGAII,THP1,Dlin-MC3-DMA,DSPC,7.007140285,76.37098343,1.027363655,0.206893114,75.5863757,0.784607727,23.58012976,0.048886808,-1.824378174,3.839496735,-5.663874909
194,F0194,3,NSGAII,THP1,Dlin-MC3-DMA,DSPC,23.2927501,75.6483941,1.008853681,0.199603116,74.88521249,0.763181609,24.30299934,0.048606564,-1.271635482,6.210432937,-7.482068419
195,F0195,3,NSGAII,THP1,Dlin-MC3-DMA,DSPC,5.765537539,83.2929885,1.002944976,0.206968808,82.45760566,0.835382844,16.6724332,0.034578302,-1.126062931,2.282666155,-3.408729086
196,F0196,3,NSGAII,THP1,Dlin-MC3-DMA,DSPC,21.38675809,75.570009,1.00272519,0.199973666,74.81224948,0.757759516,24.38113745,0.048853549,-0.889924714,6.102355693,-6.992280407
197,F0197,3,NSGAII,THP1,Dlin-MC3-DMA,DSPC,5.854610668,76.2036239,1.012775263,0.207232743,75.43185245,0.771771452,23.74706222,0.049313883,-1.554068102,3.574097168,-5.12816527
198,F0198,3,NSGAII,THP1,Dlin-MC3-DMA,DSPC,22.40096706,75.62157499,1.003938184,0.199601527,74.86238112,0.759193867,24.32976531,0.048659709,-1.197254298,6.202826904,-7.400081202
199,F0199,3,NSGAII,THP1,Dlin-MC3-DMA,DSPC,22.03168449,63.85289477,1.017666242,0.199637589,63.20308541,0.649809355,36.07494202,0.072163209,0.124374534,7.80176894,-7.677394406
200,F0200,3,NSGAII,THP1,Dlin-MC3-DMA,DSPC,5.765537539,92.86289916,1.002944976,0.206968808,91.93153538,0.931363782,7.122329266,0.014771572,-1.689223138,2.160806082,-3.85002922
201,F0201,3,NSGAII,THP1,Dlin-MC3-DMA,DSPC,21.89063105,75.66126672,1.025898204,0.199600841,74.88505914,0.776207577,24.29015297,0.048580316,-1.51894793,5.980888889,-7.499836819
202,F0202,3,DA,RAMOS,Dlin-MC3-DMA,DSPC,14.55038235,52.43899162,25.2996134,0.563468046,39.17212947,13.26686215,47.29301729,0.267991085,6.129499782,5.544747382,0.5847524
203,F0203,3,DA,RAMOS,Dlin-MC3-DMA,DSPC,14.36374425,52.43627946,25.36198042,0.674964405,39.13740053,13.29887893,47.24268236,0.321038183,5.848043562,6.137810867,-0.289767305
204,F0204,3,DA,RAMOS,Dlin-MC3-DMA,DSPC,14.06469375,52.33523417,25.68148627,0.948894092,38.89476819,13.44046598,47.21247768,0.452288147,6.032503291,6.108246614,-0.075743323
205,F0205,3,DA,RAMOS,Dlin-MC3-DMA,DSPC,14.64307683,52.43875176,25.07730926,0.781133452,39.28852381,13.15022795,47.18973142,0.37151682,5.894992082,6.423697795,-0.528705713
206,F0206,3,DA,RAMOS,Dlin-MC3-DMA,DSPC,24.4656784,52.35656944,25.47323717,0.754575193,39.01965633,13.33691311,47.28392505,0.359505508,5.867450424,5.920574545,-0.053124121
207,F0207,3,DA,RAMOS,Dlin-MC3-DMA,DSPC,14.64621353,52.28670432,25.20578167,0.619818945,39.10743179,13.17927253,47.41755964,0.295736046,5.94028153,6.204887207,-0.264605677
208,F0208,3,DA,RAMOS,Dlin-MC3-DMA,DSPC,14.4386149,52.39268982,24.87592994,0.707055753,39.359521,13.03316881,47.27069996,0.336610226,5.952229046,6.331542226,-0.37931318
209,F0209,3,DA,RAMOS,Dlin-MC3-DMA,DSPC,14.05715377,52.46489199,25.06211943,0.784842963,39.3160781,13.14881389,47.16203206,0.37307595,5.991627561,6.253107814,-0.261480253
210,F0210,3,DA,RAMOS,Dlin-MC3-DMA,DSPC,14.20716272,52.30003074,26.41439226,0.937347953,38.48529547,13.81473527,47.25285457,0.447114685,5.974279894,5.721143173,0.253136721
211,F0211,3,DA,RAMOS,Dlin-MC3-DMA,DSPC,14.30867586,52.4992842,26.25964694,0.610917812,38.71315752,13.78612668,47.21052546,0.290190334,5.890104675,6.010827897,-0.120723222
212,F0212,3,DA,RAMOS,Dlin-MC3-DMA,DSPC,14.42751919,52.32327688,26.26602183,0.681087946,38.58003356,13.74324333,47.3520027,0.324720414,6.135371197,5.868176829,0.267194368
213,F0213,3,DA,RAMOS,Dlin-MC3-DMA,DSPC,14.27947163,52.35308608,24.13653249,0.567222883,39.71686645,12.63621963,47.37664972,0.270264199,5.73887139,6.148741469,-0.409870079
214,F0214,3,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,14.35822291,52.43623931,26.29216105,0.539934453,38.64961882,13.78662049,47.30694756,0.256813131,5.796308493,3.339359511,2.456948982
215,F0215,3,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,4.857269494,35.99836088,75.39018764,9.604971085,8.859129065,27.13923182,57.85430019,6.147338931,0.696515575,0.374783706,0.321731869
216,F0216,3,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,4.000007032,52.47084237,26.26585361,7.814130391,38.68892773,13.78191464,43.81516728,3.713990351,4.312705732,4.087884027,0.224821705
217,F0217,3,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,5.772291548,70.88151566,73.14337321,4.10249426,19.03638413,51.84513154,27.92390019,1.194584148,1.441003796,0.911733266,0.52927053
218,F0218,3,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,24.78240929,56.07689019,25.69633487,3.000713294,41.66718471,14.40970549,42.60510321,1.318006595,5.638102571,5.610885642,0.027216929
219,F0219,3,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,4.006952393,52.37488235,54.48619378,2.469914941,23.83780246,28.53707989,46.44881776,1.176299897,5.274200816,3.176842361,2.097358455
220,F0220,3,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,4.00009166,52.4719621,27.06523097,0.540436198,38.27030436,14.20165774,47.27117918,0.256858721,5.56255031,5.963163413,-0.400613103
221,F0221,3,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,6.939277218,52.38988532,75.56930401,2.936280453,12.79921361,39.59067171,46.21214819,1.397966491,4.878283604,2.27352523,2.604758374
222,F0222,3,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,5.790544918,69.76366845,55.71668329,7.66939598,30.89366624,38.8700022,27.91738756,2.318943997,3.616996655,1.364063022,2.252933633
223,F0223,3,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,4.466618502,52.69554989,72.36863766,10.52265397,14.56049833,38.13505156,42.32676651,4.977683598,1.811202234,0.45597929,1.355222944
224,F0224,3,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,5.808384464,61.87946667,38.58717542,2.529430301,38.00192832,23.87753835,37.15630101,0.964232321,4.594431613,2.2214021,2.373029513
225,F0225,3,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,4.996358131,52.40123117,56.09336495,7.631056393,23.00761733,29.39361384,43.96647994,3.632288892,4.797274559,1.624613272,3.172661287
226,F0226,4,DA,THP1,Dlin-MC3-DMA,DSPC,22.08985039,65.15237236,4.656309143,0.333395631,62.11867649,3.033695871,34.73144718,0.116180468,2.132771138,6.647343133,-4.514571995
227,F0227,4,DA,THP1,Dlin-MC3-DMA,DSPC,22.0682478,65.11984679,4.668154274,0.344447605,62.07995188,3.039894911,34.76000936,0.120143852,1.747363279,6.588668531,-4.841305252
228,F0228,4,DA,THP1,Dlin-MC3-DMA,DSPC,21.40145141,65.18417173,4.59375357,0.333249375,62.18977151,2.994400216,34.69980474,0.11602353,1.931945254,6.597205752,-4.665260498
229,F0229,4,DA,THP1,Dlin-MC3-DMA,DSPC,22.03270694,65.19301875,4.539676621,0.331229247,62.23346652,2.95955223,34.69169035,0.115290902,1.946906858,6.547675524,-4.600768666
230,F0230,4,DA,THP1,Dlin-MC3-DMA,DSPC,21.40204181,54.3516362,5.332870396,0.207883351,51.45313389,2.898502317,45.55346845,0.094895348,2.010465542,5.941702886,-3.931237344
231,F0231,4,DA,THP1,Dlin-MC3-DMA,DSPC,22.06343473,65.17266424,4.512318114,0.206007583,62.2318663,2.940797934,34.75558881,0.071746953,2.14055339,6.206811641,-4.066258251
232,F0232,4,DA,THP1,Dlin-MC3-DMA,DSPC,22.01913323,65.149522,4.555358045,0.33572652,62.18172801,2.967793992,34.7334757,0.117002297,2.025201373,6.329232063,-4.30403069
233,F0233,4,DA,THP1,Dlin-MC3-DMA,DSPC,22.05534779,65.18263508,1.059818411,0.335980967,64.49181751,0.690817567,34.7003852,0.116979719,1.533626612,6.243277845,-4.709651233
234,F0234,4,DA,THP1,Dlin-MC3-DMA,DSPC,22.06318933,65.18146878,4.602115765,0.337756683,62.18174213,2.999726651,34.7009293,0.117601916,2.050971045,6.331635448,-4.280664403
235,F0235,4,DA,THP1,Dlin-MC3-DMA,DSPC,21.40178996,65.18439545,4.521265005,0.341583053,62.23723619,2.94715926,34.69668034,0.118924205,1.926612564,6.522463393,-4.595850829
236,F0236,4,DA,THP1,Dlin-MC3-DMA,DSPC,22.00995502,65.15147517,4.53603642,0.342597436,62.19618053,2.955294642,34.72913467,0.119390153,2.030708434,6.534530864,-4.50382243
237,F0237,4,DA,THP1,Dlin-MC3-DMA,DSPC,21.9918162,65.13712808,4.626156844,0.338197029,62.12378237,3.013345708,34.74496672,0.117905197,1.785367191,6.52522429,-4.739857099
238,F0238,4,NSGAII,THP1,Dlin-MC3-DMA,DSPC,22.01950055,65.14393373,1.061889899,0.205655125,64.45217688,0.691756852,34.78438298,0.071683287,1.19016665,6.218602414,-5.028435764
239,F0239,4,NSGAII,THP1,Dlin-MC3-DMA,DSPC,13.92208424,76.04678859,1.061773168,0.205670734,75.23934419,0.807444397,23.90394666,0.049264746,0.177798021,5.172456287,-4.994658266
240,F0240,4,NSGAII,THP1,Dlin-MC3-DMA,DSPC,21.40042024,65.16275996,3.881045206,0.207835836,62.63376379,2.528996172,34.76483577,0.072404269,1.776747705,6.208644425,-4.43189672
241,F0241,4,NSGAII,THP1,Dlin-MC3-DMA,DSPC,22.04797284,65.16874293,1.061889083,0.205670734,64.47672316,0.692019767,34.75961937,0.071637702,1.588183996,6.135050815,-4.546866819
242,F0242,4,NSGAII,THP1,Dlin-MC3-DMA,DSPC,22.07768361,65.05730854,1.061890906,0.205702507,64.3664709,0.690837643,34.87081346,0.071877992,1.500350768,6.204434723,-4.704083955
243,F0243,4,NSGAII,THP1,Dlin-MC3-DMA,DSPC,22.05540883,65.05730854,1.061890906,0.205673422,64.3664709,0.690837643,34.87082363,0.071867829,1.538433896,6.040330977,-4.501897081
244,F0244,4,NSGAII,THP1,Dlin-MC3-DMA,DSPC,22.07186609,65.16241047,3.878330436,0.207522257,62.63519687,2.527213598,34.76529378,0.072295752,1.606076759,5.966956012,-4.360879253
245,F0245,4,NSGAII,THP1,Dlin-MC3-DMA,DSPC,22.39920153,76.02899949,1.061773168,0.205670734,75.22174397,0.807255517,23.92169918,0.049301333,0.798860304,5.394683431,-4.595823127
246,F0246,4,NSGAII,THP1,Dlin-MC3-DMA,DSPC,21.92392272,65.16275996,1.061890906,0.205673422,64.47080254,0.691957422,34.7655891,0.071650944,1.734345312,5.915753283,-4.181407971
247,F0247,4,NSGAII,THP1,Dlin-MC3-DMA,DSPC,21.958981,65.15082815,1.061889886,0.205654871,64.4589981,0.691830055,34.77750283,0.071669019,1.108280921,5.879860975,-4.771580054
248,F0248,4,NSGAII,THP1,Dlin-MC3-DMA,DSPC,21.98634967,65.05730854,1.061890906,0.205673422,64.3664709,0.690837643,34.87082363,0.071867829,1.415416863,5.862592113,-4.44717525
249,F0249,4,NSGAII,THP1,Dlin-MC3-DMA,DSPC,21.958981,65.02901341,1.061889886,0.205654871,64.33847689,0.690536517,34.89906705,0.071919537,1.270399566,5.777325842,-4.506926276
250,F0250,4,DA,RAMOS,Dlin-MC3-DMA,DSPC,6.85876598,51.84818312,56.86861925,0.562369695,22.36283728,29.48534585,47.88102565,0.270791226,4.463763011,5.087154328,-0.623391317
251,F0251,4,DA,RAMOS,Dlin-MC3-DMA,DSPC,6.842334637,52.12399288,57.05673849,0.557204657,22.38374257,29.7402503,47.60923978,0.266767341,4.670208627,5.257229174,-0.587020547
252,F0252,4,DA,RAMOS,Dlin-MC3-DMA,DSPC,6.747431733,52.33444523,57.37408979,0.539533983,22.30803363,30.0264116,47.4083829,0.257171866,4.025085224,4.907784901,-0.882699677
253,F0253,4,DA,RAMOS,Dlin-MC3-DMA,DSPC,6.811614326,52.33352195,57.75447393,0.604717016,22.10857166,30.22495029,47.37823075,0.288247304,4.730322087,4.936931882,-0.206609795
254,F0254,4,DA,RAMOS,Dlin-MC3-DMA,DSPC,6.831999229,52.33521678,57.65196032,0.538260051,22.16293837,30.17227841,47.40822273,0.256560486,4.551650871,5.169078326,-0.617427455
255,F0255,4,DA,RAMOS,Dlin-MC3-DMA,DSPC,6.776414566,51.69500244,57.18570375,0.538237881,22.13285149,29.56215095,48.04500177,0.259995795,4.517835355,5.198731954,-0.680896599
256,F0256,4,DA,RAMOS,Dlin-MC3-DMA,DSPC,6.830861458,51.8605522,57.74194124,0.537958451,21.91526262,29.94528958,47.88047757,0.258970228,4.554477494,5.177732448,-0.623254954
257,F0257,4,DA,RAMOS,Dlin-MC3-DMA,DSPC,6.817782709,51.97569752,56.75459232,0.538781657,22.47710228,29.49859523,47.76555635,0.258746133,4.595039917,5.045879347,-0.45083943
258,F0258,4,DA,RAMOS,Dlin-MC3-DMA,DSPC,6.786704822,52.08617234,56.81268116,0.538859979,22.49462132,29.59155102,47.65563922,0.258188442,4.37110094,5.102219682,-0.731118742
259,F0259,4,DA,RAMOS,Dlin-MC3-DMA,DSPC,6.715289421,51.71619923,57.19534567,0.538895303,22.13694032,29.57925892,48.02360163,0.260199134,4.350018948,4.833131122,-0.483112174
260,F0260,4,DA,RAMOS,Dlin-MC3-DMA,DSPC,6.780081976,51.96800958,58.04491912,0.578402208,21.80322045,30.16478913,47.75417233,0.277818093,4.446255267,5.021687535,-0.575432268
261,F0261,4,DA,RAMOS,Dlin-MC3-DMA,DSPC,6.754730542,51.96762484,57.48501084,0.553063922,22.09403007,29.87359477,47.76672542,0.265649738,4.378856143,5.288039241,-0.909183098
262,F0262,4,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,6.71307902,51.88502765,60.56121611,0.537860772,20.46282393,31.42220372,47.85618079,0.258791562,5.08601086,4.739795494,0.346215366
263,F0263,4,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,4.743452288,51.10896909,59.84773032,24.85714936,20.5214111,30.58755799,36.73811433,12.15291658,2.983247691,1.72570597,1.257541721
264,F0264,4,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,6.815199167,60.87346872,58.87824558,6.669224544,25.03223831,35.8412304,36.51709506,2.609436227,4.245638841,2.036596241,2.2090426
265,F0265,4,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,5.444305416,51.15153094,60.19858432,7.46626977,20.35903345,30.79249749,45.20131058,3.647158479,3.983547132,1.984151438,1.999395694
266,F0266,4,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,4.699999416,51.16134499,58.34458253,0.537860772,21.31147184,29.84987315,48.57597104,0.262683967,4.756587465,4.541577179,0.215010286
267,F0267,4,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,5.630090073,51.13176697,58.81353343,0.538419367,21.05936811,30.07239886,48.605117,0.263116031,5.02446681,4.858022469,0.166444341
268,F0268,4,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,6.798549986,51.83396013,58.55065764,0.537860772,21.48483559,30.34912454,47.90697364,0.259066234,4.74445934,2.481681858,2.262777482
269,F0269,4,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,5.753680633,51.14237113,58.32956637,6.471832654,21.31124782,29.83112331,45.69564489,3.161983979,4.271613642,2.162273976,2.109339666
270,F0270,4,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,6.805158683,51.36566306,60.76150741,0.538419367,20.1551119,31.21055117,48.37248025,0.261856689,4.998949832,4.774802914,0.224146918
271,F0271,4,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,6.805158683,51.34097075,59.00098865,0.538419367,21.04929042,30.29168033,48.39703961,0.261989637,4.680196753,2.547793898,2.132402855
272,F0272,4,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,5.545327863,51.15163343,59.22793855,0.538419367,20.85557541,30.29605802,48.5853575,0.263009066,4.526155124,2.428084383,2.098070741
273,F0273,4,NSGAII,RAMOS,Dlin-MC3-DMA,DSPC,6.71307902,51.87533908,60.56121611,0.537860772,20.45900287,31.4163362,47.86581725,0.258843673,4.619251826,2.457029142,2.162222684
